"blueWins","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redGoldDiff","redExperienceDiff","redCSPerMin","redGoldPerMin"
1,5,14,9,1,0,15423,6.8,-6324,-3885,17.5,1542.3,14,5,14,1,0,16378,7.6,6324,3885,23.3,1637.8
1,5,8,7,1,0,16250,6.8,-964,-202,23.3,1625,8,5,7,1,0,17214,6.8,964,202,22.1,1721.4
1,6,8,6,0,0,16398,7.4,3825,2747,22.6,1639.8,8,6,15,0,0,17838,6.4,-3825,-2747,21.6,1783.8
0,8,9,8,1,0,17770,7.2,-379,-662,22.3,1777,9,8,9,1,0,18149,7,379,662,22.8,1814.9
0,7,10,5,1,0,17119,6.8,-977,271,21.6,1711.9,10,7,12,1,0,18096,7,977,-271,21.5,1809.6
1,7,5,12,1,0,17042,7,1004,559,22.3,1704.2,5,7,9,0,0,16038,6.8,-1004,-559,18.2,1603.8
0,11,8,9,0,0,19627,7.4,2760,3641,23.7,1962.7,8,11,11,1,0,16867,6.6,-2760,-3641,16.7,1686.7
1,5,5,3,2,0,16344,7.2,1168,2292,22.7,1634.4,5,5,3,0,0,15176,6.8,-1168,-2292,20.6,1517.6
1,4,1,2,1,0,17378,7.2,3046,442,26.2,1737.8,1,4,2,0,0,14332,6.8,-3046,-442,21.1,1433.2
1,7,6,9,0,0,17537,7,1752,830,23.2,1753.7,6,7,4,1,0,15785,6.8,-1752,-830,20.1,1578.5
0,3,5,2,0,0,15195,7,-713,-653,22.6,1519.5,5,3,6,1,0,15908,7,713,653,23.2,1590.8
0,5,9,4,0,0,14987,6.6,-1913,-1233,19.9,1498.7,9,5,16,1,0,16900,6.6,1913,1233,20.2,1690
0,6,8,5,0,0,15476,6.8,-2403,-2787,18.7,1547.6,8,6,9,1,0,17879,7.4,2403,2787,24.3,1787.9
0,2,2,3,1,0,15714,7,821,2119,24.3,1571.4,2,2,3,1,0,14893,6.8,-821,-2119,22.6,1489.3
1,9,7,7,1,0,18026,7.2,1805,941,22.9,1802.6,7,9,8,1,0,16221,7,-1805,-941,21,1622.1
0,8,10,8,0,0,17180,6.8,-1249,-1518,21.6,1718,10,8,10,1,0,18429,7.4,1249,1518,18.3,1842.9
1,4,4,7,1,0,15550,7,-44,73,22.1,1555,4,4,5,0,0,15594,7,44,-73,21.6,1559.4
1,1,4,1,1,0,15710,6.8,1151,1870,24.7,1571,4,1,3,0,0,14559,7,-1151,-1870,17,1455.9
0,4,9,6,0,0,14902,6.8,-2168,-2144,19.8,1490.2,9,4,9,1,0,17070,7.2,2168,2144,20.4,1707
1,3,2,4,1,0,16099,7,348,-662,22.7,1609.9,2,3,1,0,0,15751,7.2,-348,662,24.7,1575.1
1,3,3,8,0,0,15667,7,644,427,21.2,1566.7,3,3,5,1,0,15023,7,-644,-427,19.4,1502.3
0,2,10,1,0,0,15239,7,-3449,-1995,23.2,1523.9,10,2,13,1,0,18688,7.6,3449,1995,23.1,1868.8
1,12,7,13,0,0,19049,7.6,2900,2308,22.5,1904.9,7,12,5,1,0,16149,6.8,-2900,-2308,17.2,1614.9
1,10,12,6,1,0,17872,7,-2696,70,20.6,1787.2,12,10,6,1,0,16378,7.2,2696,-70,24.5,1637.8
1,6,2,15,2,0,16398,7.4,14,-28,24.1,1639.8,2,6,2,0,0,13096,7,-14,28,21.8,1309.6
0,1,6,0,0,0,13167,7,-3400,-3115,21.3,1316.7,6,1,7,2,0,16567,7,3400,3115,22.9,1656.7
0,2,5,1,1,0,14653,6.6,-1387,-1802,21.8,1465.3,5,2,8,1,0,16040,6.8,1387,1802,18.8,1604
1,6,6,3,0,0,16780,6.8,253,-529,24.4,1678,6,6,6,2,0,16527,7.2,-253,529,22.2,1652.7
0,4,5,5,1,0,15453,6.8,-839,-623,19.1,1545.3,5,4,6,0,0,16292,6.8,839,623,20.1,1629.2
1,9,6,10,2,0,18768,7,2945,2977,20,1876.8,6,9,8,0,0,15823,6.6,-2945,-2977,21.5,1582.3
0,4,6,6,0,0,15246,6.6,-1346,-2280,22.4,1524.6,6,4,10,1,0,16592,7,1346,2280,22.1,1659.2
0,6,3,3,1,0,16658,7,1951,1640,25.1,1665.8,3,6,3,0,0,14707,6.6,-1951,-1640,20.3,1470.7
0,5,7,7,1,0,15399,6.4,-2164,-2554,19.6,1539.9,7,5,8,0,0,17563,7,2164,2554,21.4,1756.3
1,7,6,9,0,0,15685,6.6,-817,-968,17.9,1568.5,6,7,9,0,0,16502,6.6,817,968,20.9,1650.2
1,6,2,6,1,0,17303,7,3643,3695,23.4,1730.3,2,6,3,0,0,13660,6.2,-3643,-3695,17.9,1366
1,10,3,8,1,0,17555,7.2,3066,2297,24.2,1755.5,3,10,5,0,0,14489,6.8,-3066,-2297,20.3,1448.9
1,11,9,14,0,0,19645,7,2241,1219,24.6,1964.5,9,11,9,1,0,17404,6.6,-2241,-1219,20.3,1740.4
0,5,5,5,0,0,15068,6.6,-1933,-1659,20.8,1506.8,5,5,10,1,0,17001,7.2,1933,1659,21.2,1700.1
1,5,1,7,0,0,16025,7.4,1886,2653,20.8,1602.5,1,5,1,1,0,14139,6.6,-1886,-2653,21.9,1413.9
1,10,12,5,0,0,17849,7.2,-287,255,18.4,1784.9,12,10,9,0,0,18136,6.8,287,-255,21,1813.6
1,10,8,12,1,0,17756,7,-145,-28,20.1,1775.6,8,10,5,0,0,17901,7,145,28,21.9,1790.1
1,10,2,11,0,0,19151,7.4,5241,3129,22,1915.1,2,10,3,2,0,13910,6.4,-5241,-3129,19.6,1391
0,8,2,7,2,0,17298,7.2,2975,2627,22.5,1729.8,2,8,3,0,0,14323,6.4,-2975,-2627,21.1,1432.3
0,7,6,9,0,0,17740,7,1419,1036,25.2,1774,6,7,7,2,0,16321,6.8,-1419,-1036,21.5,1632.1
0,4,6,3,1,0,14826,6.8,-2286,-926,20.6,1482.6,6,4,6,0,0,17112,6.8,2286,926,23.2,1711.2
0,5,3,6,1,0,16695,7.2,1551,1481,25.7,1669.5,3,5,3,0,0,15144,6.8,-1551,-1481,22.4,1514.4
0,3,8,5,0,0,15259,6.6,-2738,-1759,20.6,1525.9,8,3,10,1,0,17997,7.2,2738,1759,25.1,1799.7
1,7,8,5,1,0,16294,6.8,-1318,-627,18.2,1629.4,8,7,7,0,0,17612,6.8,1318,627,23.7,1761.2
1,9,4,8,1,0,19484,7.2,3538,2904,26.7,1948.4,4,9,4,1,0,15946,6.6,-3538,-2904,23,1594.6
0,3,10,3,0,0,14983,7,-3217,-1601,20.3,1498.3,10,3,12,2,0,18200,7,3217,1601,22.3,1820
1,14,7,11,1,0,20433,7.4,4836,2713,21.9,2043.3,7,14,7,0,0,15597,6.4,-4836,-2713,16.5,1559.7
1,10,7,11,2,0,18256,7,1489,-192,18.6,1825.6,7,10,7,0,0,16767,7,-1489,192,24.7,1676.7
1,10,4,7,0,0,18402,7.4,3311,3166,25.8,1840.2,4,10,5,1,0,15091,6.6,-3311,-3166,19.7,1509.1
1,8,6,10,2,0,17537,7.2,2008,2714,23.6,1753.7,6,8,5,0,0,15529,6.8,-2008,-2714,21,1552.9
1,4,7,3,1,0,16359,6.8,-1112,-41,22.9,1635.9,7,4,7,1,0,17471,6.8,1112,41,20.8,1747.1
1,10,6,13,2,0,19263,7.4,3840,3165,19.7,1926.3,6,10,8,0,0,15423,6.4,-3840,-3165,20.4,1542.3
0,3,12,2,0,0,15140,6.8,-5458,-3613,21.7,1514,12,3,13,1,0,16378,7.4,5458,3613,21.5,1637.8
1,5,2,9,1,0,15574,6.8,506,-142,20.6,1557.4,2,5,2,1,0,15068,6.6,-506,142,22.9,1506.8
0,9,9,6,0,0,17299,7,176,789,20,1729.9,9,9,8,0,0,17123,7,-176,-789,22.1,1712.3
1,9,5,13,0,0,18402,7.4,2582,2732,22.3,1840.2,5,9,5,2,0,15820,6.8,-2582,-2732,20.2,1582
1,6,5,6,0,0,16896,7.2,459,1326,25.8,1689.6,5,6,5,1,0,16437,7,-459,-1326,24.4,1643.7
0,13,4,6,0,0,19145,7.2,4947,3211,21.8,1914.5,4,13,2,1,0,14198,6.2,-4947,-3211,20.3,1419.8
1,8,2,8,1,0,18433,7.2,4759,3279,23.7,1843.3,2,8,3,1,0,13674,6.6,-4759,-3279,18.3,1367.4
0,7,8,7,0,0,15707,6.8,-968,-1029,20.6,1570.7,8,7,7,2,0,16675,6.8,968,1029,21.8,1667.5
1,6,7,16,1,0,16398,7.4,4294,2560,23.1,1639.8,7,6,7,1,0,16586,7,-4294,-2560,21.6,1658.6
1,8,9,8,1,0,17800,7.2,-95,194,22.3,1780,9,8,9,0,0,17895,7,95,-194,23.2,1789.5
0,9,6,8,1,0,19585,7.2,3781,1033,24.4,1958.5,6,9,7,0,0,15804,7,-3781,-1033,20.1,1580.4
1,2,6,2,0,0,14836,6.8,-1704,-1787,21,1483.6,6,2,5,0,0,16540,7.4,1704,1787,22.6,1654
1,8,9,9,0,0,17334,6.8,-729,-192,21.3,1733.4,9,8,12,1,0,18063,6.8,729,192,21.9,1806.3
1,2,5,2,0,0,14981,7.2,-274,-192,24.7,1498.1,5,2,7,0,0,15255,6.8,274,192,21.4,1525.5
1,8,6,7,0,0,16684,6.6,277,252,20.5,1668.4,6,8,9,1,0,16407,6.8,-277,-252,20.2,1640.7
0,7,5,2,0,0,15533,7,147,582,18.6,1553.3,5,7,9,2,0,15386,6.6,-147,-582,18,1538.6
0,6,9,7,0,0,16288,6.8,-1162,-1007,20.9,1628.8,9,6,7,1,0,17450,7,1162,1007,20.4,1745
1,10,6,9,1,0,19276,7.2,3942,2820,21.8,1927.6,6,10,6,0,0,15334,6.6,-3942,-2820,18.9,1533.4
1,8,9,15,0,0,16730,6.6,-810,-1226,22.1,1673,9,8,10,0,0,17540,7.2,810,1226,20.4,1754
1,4,4,4,0,0,15184,6.8,-825,-616,20.1,1518.4,4,4,4,0,0,16009,7.2,825,616,21,1600.9
1,4,5,2,0,0,15523,7,-2472,174,22.8,1552.3,5,4,5,1,0,17995,7,2472,-174,24.3,1799.5
1,6,4,6,0,0,18072,7.2,3018,1320,21.8,1807.2,4,6,2,1,0,15054,7,-3018,-1320,22.3,1505.4
0,9,8,11,2,0,16839,7,-125,-962,19.2,1683.9,8,9,5,0,0,16964,7,125,962,21.1,1696.4
1,6,6,2,0,0,16047,6.8,-132,-330,21.8,1604.7,6,6,4,2,0,16179,6.6,132,330,21.8,1617.9
0,1,2,1,1,0,13840,6.8,-2131,-2173,22.5,1384,2,1,1,1,0,15971,7.2,2131,2173,26.4,1597.1
1,10,11,6,1,0,18588,7.4,432,1389,20.5,1858.8,11,10,12,0,0,18156,6.8,-432,-1389,18.6,1815.6
1,7,5,5,1,0,17301,7.4,1000,885,25.1,1730.1,5,7,9,0,0,16301,7.2,-1000,-885,22,1630.1
0,7,3,9,2,0,17669,7,2925,1304,22.1,1766.9,3,7,5,0,0,14744,6.6,-2925,-1304,21.9,1474.4
0,8,7,9,1,0,16786,7.2,-117,815,24.4,1678.6,7,8,13,1,0,16903,6.8,117,-815,22.3,1690.3
0,1,9,0,0,0,13806,6.4,-4145,-3714,21.6,1380.6,9,1,12,2,0,17951,7.6,4145,3714,23.2,1795.1
1,3,7,1,0,0,14735,7,-2483,-1356,21.3,1473.5,7,3,10,1,0,17218,7.4,2483,1356,22.8,1721.8
1,10,0,16,0,0,18059,7,5224,2715,21.8,1805.9,0,10,0,1,0,12835,6.4,-5224,-2715,20,1283.5
0,3,4,4,1,0,14759,6.6,-929,-1819,22.9,1475.9,4,3,4,1,0,15688,7,929,1819,22.3,1568.8
1,4,1,4,0,0,15809,7,1219,1641,24.5,1580.9,1,4,0,1,0,14590,7,-1219,-1641,24.4,1459
1,6,7,6,0,0,16889,6.6,533,1451,19.4,1688.9,7,6,10,1,0,16356,6.6,-533,-1451,22,1635.6
1,12,8,11,0,0,18713,7.2,1355,1403,22.6,1871.3,8,12,7,1,0,17358,7.2,-1355,-1403,19.6,1735.8
0,5,12,4,0,0,15819,7,-3176,-2235,19.9,1581.9,12,5,6,1,0,18995,7.6,3176,2235,22.2,1899.5
1,13,4,15,1,0,19547,6.6,3967,593,20.7,1954.7,4,13,5,0,0,15580,6.8,-3967,-593,21.2,1558
1,6,4,7,0,0,16827,7,2091,2537,25.2,1682.7,4,6,5,1,0,14736,6.4,-2091,-2537,20.1,1473.6
0,12,3,15,2,0,16398,7.6,5767,3366,23.4,1639.8,3,12,6,0,0,14901,6.8,-5767,-3366,18.3,1490.1
1,12,6,16,0,0,18460,7,2974,2777,22.9,1846,6,12,11,0,0,15486,6.4,-2974,-2777,18.5,1548.6
1,5,10,5,1,0,16063,6.8,-2368,-1240,19.5,1606.3,10,5,9,1,0,18431,7.2,2368,1240,23.3,1843.1
1,8,5,8,1,0,19558,7.6,3438,2418,22.3,1955.8,5,8,4,1,0,16120,6.8,-3438,-2418,19.7,1612
1,10,5,13,1,0,18868,7.2,2461,956,25.9,1886.8,5,10,5,1,0,16407,6.8,-2461,-956,23.7,1640.7
1,6,4,6,1,0,18625,7.4,3163,1231,24,1862.5,4,6,6,1,0,15462,7,-3163,-1231,23,1546.2
0,5,5,8,0,0,15930,6.4,-95,-1474,21,1593,5,5,9,1,0,16025,6.8,95,1474,19.5,1602.5
0,1,9,0,0,0,13401,6.4,-5654,-2236,22.2,1340.1,9,1,11,2,0,19055,7.2,5654,2236,25.3,1905.5
0,8,9,6,1,0,16889,6.6,-696,-1472,19.8,1688.9,9,8,6,0,0,17585,7,696,1472,20.1,1758.5
1,5,3,6,1,0,16871,7.4,1308,1371,21.3,1687.1,3,5,5,0,0,15563,7,-1308,-1371,21,1556.3
0,4,8,5,0,0,15470,7,-2376,-1482,22.6,1547,8,4,13,1,0,17846,7.4,2376,1482,24.8,1784.6
1,6,7,8,0,0,15909,6.8,-3179,-2074,20.3,1590.9,7,6,9,1,0,19088,7,3179,2074,25.3,1908.8
0,3,4,7,1,0,14996,6.6,-444,240,22.1,1499.6,4,3,8,1,0,15440,6.6,444,-240,19.7,1544
1,8,6,7,1,0,18791,6.8,2989,1250,25.4,1879.1,6,8,10,0,0,15802,6.8,-2989,-1250,18.8,1580.2
0,6,6,7,0,0,15805,7.2,-1134,940,21.6,1580.5,6,6,9,1,0,16939,7,1134,-940,23.9,1693.9
1,8,10,11,1,0,17541,7,-862,931,21.6,1754.1,10,8,16,0,0,18403,7,862,-931,21.9,1840.3
1,0,6,0,1,0,14439,6.8,-2696,-2455,26.4,1443.9,6,0,9,0,0,17135,7.4,2696,2455,25,1713.5
0,4,9,1,0,0,14939,6.8,-4843,-2306,19.5,1493.9,9,4,6,2,0,19782,7,4843,2306,22.7,1978.2
1,13,8,15,1,0,19399,6.8,2348,2115,22.6,1939.9,8,13,4,1,0,17051,6.4,-2348,-2115,19.2,1705.1
0,2,6,2,0,0,14667,6.6,-2939,-2323,23,1466.7,6,2,7,0,0,17606,7.2,2939,2323,24.6,1760.6
1,10,3,8,1,0,17802,7.2,3168,2910,22.2,1780.2,3,10,5,0,0,14634,6.6,-3168,-2910,19.8,1463.4
0,9,6,7,0,0,18446,7.4,2200,1607,21.6,1844.6,6,9,8,1,0,16246,6.8,-2200,-1607,21.8,1624.6
0,6,7,8,0,0,15779,6.8,-1219,-737,18.6,1577.9,7,6,10,2,0,16998,7.2,1219,737,24.2,1699.8
0,2,7,3,0,0,14695,6.8,-2240,-4314,22.2,1469.5,7,2,2,1,0,16935,7.4,2240,4314,24.9,1693.5
1,1,8,0,1,0,14206,7,-2855,-1603,21.8,1420.6,8,1,8,1,0,17061,7,2855,1603,22.8,1706.1
1,11,2,12,1,0,19967,7,5887,4222,24.6,1996.7,2,11,2,0,0,14080,6.2,-5887,-4222,20.9,1408
1,5,4,5,2,0,17284,6.4,2115,-207,18.5,1728.4,4,5,4,0,0,15169,6.4,-2115,207,21.5,1516.9
1,5,8,2,1,0,15424,6.6,-1668,-866,21.8,1542.4,8,5,10,0,0,17092,7.2,1668,866,19.1,1709.2
0,8,12,3,0,0,16729,6.4,-1829,-1132,19.8,1672.9,12,8,16,1,0,18558,7,1829,1132,20.2,1855.8
0,6,9,3,0,0,15450,6.8,-1989,-1299,20.7,1545,9,6,9,0,0,17439,7.2,1989,1299,21.3,1743.9
1,6,2,8,2,0,16814,7.2,1519,1104,23.1,1681.4,2,6,2,0,0,15295,7,-1519,-1104,23.4,1529.5
1,8,4,8,2,0,18230,7.4,2627,1759,24.6,1823,4,8,4,0,0,15603,7,-2627,-1759,24.1,1560.3
1,8,4,8,1,0,16843,6.6,2198,10,20.4,1684.3,4,8,3,1,0,14645,6.8,-2198,-10,20.6,1464.5
0,10,14,7,1,0,17916,6.8,-2437,-1355,18.2,1791.6,14,10,16,0,0,20353,7.4,2437,1355,17.5,2035.3
0,10,6,11,0,0,17318,7,-3075,-2008,21.2,1731.8,6,10,16,2,0,20393,7.4,3075,2008,21.4,2039.3
1,12,7,6,1,0,18608,7.4,1824,1556,21.5,1860.8,7,12,6,0,0,16784,7,-1824,-1556,22.2,1678.4
1,6,3,8,0,0,16240,6.6,2171,960,20,1624,3,6,5,0,0,14069,6.2,-2171,-960,19.3,1406.9
1,11,8,6,1,0,20109,7.2,2700,1463,21.1,2010.9,8,11,9,0,0,17409,6.8,-2700,-1463,23.1,1740.9
0,6,8,8,1,0,15977,6.8,-588,-1142,20.6,1597.7,8,6,10,0,0,16565,7,588,1142,22,1656.5
0,3,6,5,1,0,14511,6.2,14,-28,15.8,1451.1,6,3,6,1,0,16378,7.4,-14,28,24.8,1637.8
1,5,4,5,1,0,16250,7.2,1170,1415,20.8,1625,4,5,5,0,0,15080,6.6,-1170,-1415,20.5,1508
0,4,5,5,2,0,16427,7,-342,-623,25,1642.7,5,4,5,0,0,16769,7.2,342,623,24.7,1676.9
1,9,11,16,0,0,18398,6.8,1235,-270,20.2,1839.8,11,9,15,1,0,17163,7,-1235,270,19.7,1716.3
1,4,7,7,1,0,15240,6.8,-1080,-1362,19.6,1524,7,4,6,0,0,16320,7,1080,1362,22,1632
1,6,6,5,0,0,17262,7,1371,2221,22.2,1726.2,6,6,7,1,0,15891,6.6,-1371,-2221,19.5,1589.1
1,2,4,1,1,0,14804,7,-944,-1054,23.3,1480.4,4,2,5,0,0,15748,7,944,1054,22.2,1574.8
0,3,12,2,0,0,14921,6.4,-3640,-3482,19.6,1492.1,12,3,16,1,0,18561,7.2,3640,3482,21,1856.1
0,7,12,8,1,0,15523,6.6,-3825,-1386,17.9,1552.3,12,7,16,1,0,19348,7.2,3825,1386,21.7,1934.8
1,6,4,8,1,0,16623,7,598,-456,24.3,1662.3,4,6,1,1,0,16025,7,-598,456,22.4,1602.5
1,14,8,6,1,0,16398,7.2,4266,2076,21.9,1639.8,8,14,10,1,0,16804,7,-4266,-2076,19.1,1680.4
0,7,8,8,1,0,16907,7.2,-28,-28,21.3,1690.7,8,7,10,0,0,16935,7,28,28,22.7,1693.5
1,11,6,16,1,0,18003,7,2647,2948,21.3,1800.3,6,11,7,0,0,15356,6.6,-2647,-2948,18.7,1535.6
0,7,11,10,1,0,17124,6.8,-1565,-173,22.8,1712.4,11,7,6,0,0,18689,7,1565,173,17.3,1868.9
1,6,5,6,2,0,19099,7,3667,1610,18.3,1909.9,5,6,6,0,0,15432,6.4,-3667,-1610,20,1543.2
1,4,5,2,0,0,15538,6.8,-450,-849,22.3,1553.8,5,4,6,0,0,15988,7.2,450,849,18.9,1598.8
0,4,7,3,1,0,15583,7,-1108,-570,21,1558.3,7,4,13,1,0,16691,7,1108,570,21.5,1669.1
1,10,6,6,0,0,16982,6.8,1093,770,18.7,1698.2,6,10,4,0,0,15889,6.6,-1093,-770,22.2,1588.9
0,7,8,10,0,0,16238,6.8,-982,1441,20.2,1623.8,8,7,10,1,0,17220,6.6,982,-1441,18.5,1722
0,6,5,9,0,0,16641,7.2,109,1368,20.2,1664.1,5,6,7,1,0,16532,6.8,-109,-1368,21.7,1653.2
1,9,5,11,0,0,17318,7.4,1166,1899,22.1,1731.8,5,9,4,0,0,16152,7,-1166,-1899,22.5,1615.2
0,7,6,7,1,0,16438,7,-370,-1681,21.4,1643.8,6,7,7,1,0,16808,7.4,370,1681,23.4,1680.8
1,6,4,3,1,0,16081,7,656,553,23.2,1608.1,4,6,5,0,0,15425,7,-656,-553,20.5,1542.5
1,5,2,8,0,0,16385,7,1421,1097,22.2,1638.5,2,5,4,1,0,14964,7,-1421,-1097,21.5,1496.4
0,8,5,7,0,0,17113,7.4,1176,1300,24.5,1711.3,5,8,6,1,0,15937,7,-1176,-1300,22.5,1593.7
0,2,7,3,0,0,13016,7,14,-28,16.7,1301.6,7,2,6,2,0,19885,7.2,-14,28,24.3,1988.5
0,5,9,6,0,0,15863,7,-1117,-764,22.8,1586.3,9,5,13,1,0,16980,7,1117,764,21.3,1698
1,5,6,6,2,0,17843,7,1895,-224,24.3,1784.3,6,5,6,0,0,15948,7,-1895,224,20.7,1594.8
1,6,3,7,1,0,16421,6.4,936,-497,20.7,1642.1,3,6,3,1,0,15485,7.2,-936,497,23.1,1548.5
0,2,7,2,0,0,15739,7,-1257,-91,25.6,1573.9,7,2,10,1,0,16996,6.8,1257,91,23.4,1699.6
0,7,7,8,0,0,17181,6.8,267,162,23.1,1718.1,7,7,9,2,0,16914,6.8,-267,-162,22,1691.4
0,5,4,6,1,0,16534,7.2,131,-613,26,1653.4,4,5,5,0,0,16403,7,-131,613,23.3,1640.3
0,6,6,7,1,0,18084,7.2,2139,547,22.8,1808.4,6,6,5,1,0,15945,7,-2139,-547,20.1,1594.5
1,7,6,11,1,0,17094,6.8,525,44,20.5,1709.4,6,7,6,0,0,16569,7,-525,-44,22.5,1656.9
0,10,3,14,1,0,18911,6.8,4335,1377,20.5,1891.1,3,10,4,1,0,14576,6.6,-4335,-1377,19.2,1457.6
1,13,3,13,1,0,18928,7.4,4184,3694,22.7,1892.8,3,13,2,0,0,14744,6.6,-4184,-3694,18,1474.4
1,12,5,13,1,0,19266,7.4,3362,2634,23.6,1926.6,5,12,6,0,0,15904,6.8,-3362,-2634,20.4,1590.4
0,1,7,1,0,0,14415,6.8,-2534,-3031,23.8,1441.5,7,1,7,0,0,16949,7.4,2534,3031,23.3,1694.9
1,6,4,12,1,0,19987,7.2,4805,3808,19.4,1998.7,4,6,4,1,0,15182,6.4,-4805,-3808,19.4,1518.2
1,11,9,11,1,0,18464,7,1259,1454,23.4,1846.4,9,11,10,0,0,17205,6.8,-1259,-1454,19.2,1720.5
0,7,5,11,0,0,17467,7.2,1299,879,24.4,1746.7,5,7,5,0,0,16168,7,-1299,-879,24.1,1616.8
0,3,5,2,1,0,14686,7,-1592,-2117,22.8,1468.6,5,3,3,1,0,16278,7.2,1592,2117,24.7,1627.8
1,6,3,6,1,0,17202,7.4,1360,2274,22.9,1720.2,3,6,3,0,0,15842,7,-1360,-2274,22,1584.2
1,5,5,5,0,0,15810,7.2,-866,388,20.8,1581,5,5,3,1,0,16676,6.8,866,-388,25.3,1667.6
1,8,5,9,0,0,18886,7.2,3634,3559,24,1888.6,5,8,7,0,0,15252,6.8,-3634,-3559,17.5,1525.2
1,4,3,5,0,0,16668,7.2,1401,85,26.1,1666.8,3,4,4,0,0,15267,7.2,-1401,-85,20.3,1526.7
0,2,11,2,0,0,13794,6.4,-4192,-3984,19,1379.4,11,2,9,1,0,17986,7.2,4192,3984,22,1798.6
1,12,5,13,0,0,19292,7.2,4641,2291,21,1929.2,5,12,5,1,0,14651,6.6,-4641,-2291,17.2,1465.1
0,9,6,9,1,0,17004,6.4,2253,772,18.5,1700.4,6,9,3,0,0,14751,6.6,-2253,-772,16.3,1475.1
1,7,2,9,2,0,17231,6.6,3203,1830,24,1723.1,2,7,2,0,0,14028,6.2,-3203,-1830,18.6,1402.8
1,8,1,5,2,0,19383,7.6,4656,3776,27.1,1938.3,1,8,0,0,0,14727,6.8,-4656,-3776,24.9,1472.7
1,7,6,8,1,0,16417,6.8,161,130,20.5,1641.7,6,7,11,0,0,16256,6.8,-161,-130,20.9,1625.6
1,6,6,10,0,0,17281,7.2,-65,-433,22.8,1728.1,6,6,6,1,0,17346,7.2,65,433,24.6,1734.6
0,5,7,5,0,0,15195,6.6,-2539,-1637,18.7,1519.5,7,5,5,0,0,17734,6.6,2539,1637,22.3,1773.4
1,6,10,8,0,0,15091,6.2,-2623,-3436,17.2,1509.1,10,6,15,1,0,17714,6.8,2623,3436,21.1,1771.4
1,11,4,6,1,0,18456,7.2,2724,2170,21.4,1845.6,4,11,7,0,0,15732,6.6,-2724,-2170,21.8,1573.2
1,7,2,12,1,0,17196,7,2177,186,20.4,1719.6,2,7,0,0,0,15019,7,-2177,-186,23.7,1501.9
0,5,11,4,0,0,15534,6.2,-2840,-1360,20.9,1553.4,11,5,11,0,0,18374,7,2840,1360,19.8,1837.4
0,5,6,6,1,0,15067,6.8,-2718,-1000,20.1,1506.7,6,5,8,1,0,17785,7,2718,1000,23.8,1778.5
0,6,8,6,1,0,15295,6.4,-2783,-2017,15.7,1529.5,8,6,5,1,0,18078,6.6,2783,2017,21.3,1807.8
0,8,12,12,0,0,18501,6.8,-939,-2597,20.7,1850.1,12,8,15,1,0,19440,7.2,939,2597,21.4,1944
0,4,10,3,0,0,15119,6.4,-3770,-2959,20.1,1511.9,10,4,12,0,0,18889,7,3770,2959,21.3,1888.9
0,4,11,3,0,0,15294,6.4,-3442,-2915,20.2,1529.4,11,4,16,0,0,18736,7.2,3442,2915,22.1,1873.6
1,10,6,10,1,0,18099,7.4,3236,3464,20.3,1809.9,6,10,3,0,0,14863,6.2,-3236,-3464,16.3,1486.3
1,7,8,9,0,0,16790,7,382,-64,19.3,1679,8,7,12,0,0,16408,7,-382,64,20.8,1640.8
1,6,5,6,0,0,17467,7,2135,1898,23.8,1746.7,5,6,6,0,0,15332,6.8,-2135,-1898,19.4,1533.2
0,6,7,0,1,0,16338,7,-524,468,22.3,1633.8,7,6,11,1,0,16862,7,524,-468,20.9,1686.2
1,4,10,7,1,0,15471,6.4,-3033,-3775,19.2,1547.1,10,4,13,0,0,18504,7.4,3033,3775,20.7,1850.4
0,3,7,3,1,0,14322,6.4,-3441,-1732,18.6,1432.2,7,3,9,1,0,17763,7,3441,1732,22.7,1776.3
1,9,3,10,1,0,18266,7.2,3360,1693,25.4,1826.6,3,9,2,0,0,14906,6.8,-3360,-1693,23.5,1490.6
1,6,3,15,1,0,16398,7.6,14,4873,25.4,1639.8,3,6,2,0,0,14144,6.4,-14,-4873,16.6,1414.4
1,7,9,9,0,0,16538,6.8,-571,-401,20.4,1653.8,9,7,12,1,0,17109,6.8,571,401,22.2,1710.9
0,6,8,5,0,0,16373,7.2,-2027,-114,22.1,1637.3,8,6,9,2,0,18400,7,2027,114,23.5,1840
1,3,4,7,0,0,15029,6.6,-29,-781,24.4,1502.9,4,3,4,1,0,15058,6.8,29,781,20.7,1505.8
0,5,5,6,1,0,15412,6.6,-709,-658,18,1541.2,5,5,3,1,0,16121,6.8,709,658,23.1,1612.1
1,7,5,4,0,0,16478,7,707,-788,22.4,1647.8,5,7,3,1,0,15771,7.2,-707,788,22.5,1577.1
0,6,3,4,0,0,17488,7.2,2435,1239,24.3,1748.8,3,6,3,0,0,15053,7,-2435,-1239,23.7,1505.3
0,9,4,12,0,0,18105,7,2627,1326,25.4,1810.5,4,9,2,0,0,15478,6.8,-2627,-1326,21.6,1547.8
1,12,5,11,1,0,17465,7.2,1968,1173,17.6,1746.5,5,12,3,0,0,15497,6.8,-1968,-1173,19.7,1549.7
